impulse_id,origin_time,origin_price,extreme_time,extreme_price,delta_t,delta_p,slope_raw,slope_log,quality_score,detector_name,direction,origin_bar_index,extreme_bar_index
pivot_n5_206,2016-02-11 00:00:00+00:00,360.0,2016-06-18 00:00:00+00:00,785.15,128,425.15,3.321484375,0.006091958991256305,0.05036055136028113,pivot_n5,up,206,334
pivot_n5_216,2016-02-21 00:00:00+00:00,448.7,2016-03-05 00:00:00+00:00,381.09,13,-67.61000000000001,-5.2007692307692315,-0.012562995790650667,0.025130002825563182,pivot_n5,down,216,229
pivot_n5_219,2016-02-24 00:00:00+00:00,410.0,2016-06-18 00:00:00+00:00,785.15,115,375.15,3.262173913043478,0.005649718457674864,0.04688234303482571,pivot_n5,up,219,334
pivot_n5_224,2016-02-29 00:00:00+00:00,442.0,2016-03-05 00:00:00+00:00,381.09,5,-60.910000000000025,-12.182000000000006,-0.029654862874843833,0.03650538011922873,pivot_n5,down,224,229
pivot_n5_229,2016-03-05 00:00:00+00:00,381.09,2016-06-18 00:00:00+00:00,785.15,105,404.06,3.848190476190476,0.006884182996452226,0.05284507122807173,pivot_n5,up,229,334
pivot_n5_236,2016-03-12 00:00:00+00:00,421.3,2016-03-18 00:00:00+00:00,399.21,6,-22.090000000000032,-3.681666666666672,-0.008976262460201697,0.012085743374645465,pivot_n5,down,236,242
pivot_n5_242,2016-03-18 00:00:00+00:00,399.21,2016-06-18 00:00:00+00:00,785.15,92,385.94,4.195,0.007352034653339152,0.05392363451711414,pivot_n5,up,242,334
pivot_n5_251,2016-03-27 00:00:00+00:00,426.5,2016-03-30 00:00:00+00:00,407.56,3,-18.939999999999998,-6.313333333333333,-0.015141401941883069,0.014654554654250609,pivot_n5,down,251,254
pivot_n5_254,2016-03-30 00:00:00+00:00,407.56,2016-06-18 00:00:00+00:00,785.15,80,377.59,4.719875,0.008196082765310978,0.05657554785429145,pivot_n5,up,254,334
pivot_n5_264,2016-04-09 00:00:00+00:00,415.51,2016-06-18 00:00:00+00:00,785.15,70,369.64,5.280571428571428,0.009090972870519807,0.05920838554726313,pivot_n5,up,264,334
pivot_n5_280,2016-04-25 00:00:00+00:00,472.38,2016-04-27 00:00:00+00:00,434.0,2,-38.379999999999995,-19.189999999999998,-0.042369606162012956,0.03636999574188102,pivot_n5,down,280,282
pivot_n5_282,2016-04-27 00:00:00+00:00,434.0,2016-06-18 00:00:00+00:00,785.15,52,351.15,6.752884615384615,0.011400581696741498,0.06525958062562127,pivot_n5,up,282,334
pivot_n5_294,2016-05-09 00:00:00+00:00,465.9,2016-05-19 00:00:00+00:00,435.0,10,-30.899999999999977,-3.0899999999999976,-0.00686249877340669,0.013095188583350266,pivot_n5,down,294,304
pivot_n5_304,2016-05-19 00:00:00+00:00,435.0,2016-06-18 00:00:00+00:00,785.15,30,350.15,11.671666666666665,0.01968429170807596,0.08567355357243435,pivot_n5,up,304,334
